REPORTER_DEA_NO,REPORTER_STATE,REPORTER_ZIP,REPORTER_COUNTY,TRANSACTION_CODE,DRUG_CODE,DRUG_NAME,QUANTITY,TRANSACTION_DATE,Product_Name,year,month
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,12272010,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2010,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,3.0,3202006,HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN,2006,32
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,8102006,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2006,81
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,11272006,HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN,2006,11
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,5042007,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2007,50
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,6092006,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2006,60
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,6142006,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2006,61
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7032006,ZYDONE TABS;10MG HYDROCOD.BIT.& 400M,2006,70
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7212006,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2006,72
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,8152006,"HYDROCODONE BIT./ACET.,7.5MG & 650MG",2006,81
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,9082006,ACET/OXYCOD.HCL;500MG&5.35MG/TAB,2006,90
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,9112006,HYDROCODONE BITARTRATE 7.5MG/ACETAMI,2006,91
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,10202006,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2006,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,10302006,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2006,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,2192007,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2007,21
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,5032007,XODOL;10MG HYDRO.BIT.;300MG ACET. TA,2007,50
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,6262007,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2007,62
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,6282007,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2007,62
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7052007,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2007,70
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,4.0,8282007,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,2007,82
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,10102007,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2007,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,11132007,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2007,11
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,12142007,XODOL;10MG HYDRO.BIT.;300MG ACET. TA,2007,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,12202007,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2007,12
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,3.0,1032008,ENDOCET TABS - 10MG OXYCODONE.HCL &,2008,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,2192008,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2008,21
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,2272008,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008,22
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,5212008,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008,52
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,3.0,6102008,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008,61
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,10212008,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2008,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,10282008,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,1272009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,1292009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,2122009,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2009,21
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,3172009,OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32,2009,31
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,5132009,XODOL;10MG HYDRO.BIT.;300MG ACET. TA,2009,51
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,6302009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,63
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7272009,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2009,72
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,8112009,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2009,81
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,11102009,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2009,11
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,11232009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,11
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,1052010,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2010,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,3222010,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2010,32
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,5042010,PERCOCET TABLETS 10MG OXYCODONE HCL/,2010,50
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,6162010,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2010,61
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,12202010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,12
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,6.0,3222006,OXYCODO.HCL 5.35MG/TAB,2006,32
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,10032006,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2006,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,2212007,HYDROCODONE BIT/ACETA 5MG/325MG USP,2007,22
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,6252007,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2007,62
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,11062007,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2007,11
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,11192008,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2008,11
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,4212009,HYDROCODONE BITARTRATE/ACETA 7.5MG/3,2009,42
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,6232009,"HYDROCODONE.BIT./ACET.,10MG & 325MG/",2009,62
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,11092009,LORTAB 7.5MG HYDROCODONE.BIT / 500MG,2009,11
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,12012010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,12
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,2082006,OXYCONTIN - 40MG OXYCODONE.HCL CONTR,2006,20
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,5062009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,50
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,12072009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,2102010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,21
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,2192010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,21
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,3.0,3302010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,33
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,7.0,3292010,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2010,32
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,6092010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,60
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,6142010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,61
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,1092006,VICODIN ES TABLETS 7.5MG HYDROCODONE,2006,10
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,5.0,3012006,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,2006,30
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,5.0,6192006,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,2006,61
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,3.0,6212006,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,2006,62
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,6022006,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2006,60
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7032006,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2006,70
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,9082006,OXYCOD.HCL/APAP;2.5MG & 325MG/TAB;BO,2006,90
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,10022006,HYDROCODONE BITARTRATE AND ACETA 10M,2006,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,10112006,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2006,10
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,4.0,10112006,OXYCODONE HYDROCHLORIDE EXTENDED-REL,2006,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,10272006,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2006,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,10302006,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2006,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,11302006,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2006,11
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,3052007,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2007,30
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,4232007,OXYCODONE & ASPIRIN 4.5MG OXYCOD.HCL,2007,42
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,5092007,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2007,50
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,5252007,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2007,52
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,8102007,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,2007,81
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,8162007,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2007,81
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,3.0,9102007,OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32,2007,91
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,9252007,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2007,92
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,10012007,OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32,2007,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,10102007,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2007,10
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,6.0,10112007,OXYCODONE HYDROCHLORIDE 15MG TABLETS,2007,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,10232007,HYDROCODONE BITARTRATE AND ACETA 10M,2007,10
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,3.0,11062007,OXYCONTIN - 40MG OXYCODONE.HCL CONTR,2007,11
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,12182007,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2007,12
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,12242007,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,2007,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,1082008,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008,10
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,1162008,OXYCODONE HYDROCHLORIDE TABLETS 5MG,2008,11
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,6.0,2072008,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,2008,20
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,2282008,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2008,22
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,4.0,2292008,OXYCODONE.HCL ER 40MG TABS,2008,22
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,4222008,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2008,42
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,6062008,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2008,60
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7072008,HYDROCODONE BITARTRATE/ACETA 7.5MG/3,2008,70
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7162008,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008,71
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,24.0,7022008,OXYCODONE HYDROCHLORIDE 30MG TABLET,2008,70
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,8082008,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,2008,80
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,8252008,HYDROCODONE BITARTRATE AND ACETA 10M,2008,82
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,9122008,LORTAB 7.5MG HYDROCODONE.BIT / 500MG,2008,91
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,3.0,10082008,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,10272008,"LORTAB 10MG/500MG/TAB,HYDROCOD.BIT.&",2008,10
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,24.0,11282008,OXYCODONE HYDROCHLORIDE 30MG TABLET,2008,11
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,12182008,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2008,12
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,12.0,2052009,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,2009,20
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,2252009,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2009,22
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,4.0,3192009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,31
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,3272009,ENDOCET TABS;7.5MG OXYCODONE.HCL & 5,2009,32
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,12.0,7212009,OXYCODONE HYDROCHLORIDE 30MG TABLET,2009,72
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7302009,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2009,73
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,6.0,8032009,OXYCODONE HYDROCHLORIDE 15MG TABLETS,2009,80
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,8312009,OXYCONTIN 60MG COTROLLED RELEASE OXY,2009,83
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,10082009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,12042009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,12
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,4282010,OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32,2010,42
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,5182010,OXYCODONE & ASPIRIN 4.5MG OXYCOD.HCL,2010,51
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,5032010,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2010,50
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,6222010,"LORTAB 10MG/500MG/TAB,HYDROCOD.BIT.&",2010,62
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,7192010,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2010,71
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,8092010,"LORTAB 10MG/500MG/TAB,HYDROCOD.BIT.&",2010,80
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,8032010,OXYCODONE AND ACETA 7.5MG / 500MG TA,2010,80
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,4.0,9072010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,90
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,12032010,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2010,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,3.0,12012010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,12222010,HYDROCODONE BITARTRATE 10MG/ACETAMIN,2010,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,5042006,HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN,2006,50
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,6222006,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2006,62
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,8172006,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2006,81
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,12132006,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2006,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,3052007,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2007,30
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,5172007,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2007,51
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,6262007,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2007,62
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,8222007,HYDROCODONE BITARTRATE AND ACETA 10M,2007,82
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,9132007,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2007,91
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,9192007,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2007,91
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,12192007,ACET/OXYCOD.HCL;500MG&5.35MG/TAB,2007,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,12282007,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2007,12
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,6042008,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,2008,60
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,6062008,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008,60
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,7172008,OXYCODONE HYDROCHLORIDE 15MG TABLETS,2008,71
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,8062008,VICODIN HP TABLETS 10MG HYDROCODONE.,2008,80
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,9262008,HYDROCODONE BITARTRATE AND ACETA 10M,2008,92
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,2052009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,20
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,4162009,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,2009,41
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,4162009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,41
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7272009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,72
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,10142009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,11272009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,11
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,1292010,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2010,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,4222010,HYDROCODONE BITARTRATE AND ACETA 10M,2010,42
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,5242010,HYDROCODONE BITARTARATE.2.5MG & ACET,2010,52
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,6042010,VICODIN HP TABLETS 10MG HYDROCODONE.,2010,60
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,1.0,7062010,OXYCONTIN (OXYCODONE.HCL) CONTROLLED,2010,70
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,1182006,COMBUNOX - 5MG / 400MG OXYCODONE.HCL,2006,11
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,2.0,2142006,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,2006,21
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,6162006,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2006,61
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,8252006,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2006,82
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,3.0,11242006,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2006,11
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,6.0,12082006,HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN,2006,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,4182007,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2007,41
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,5092007,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2007,50
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,5252007,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2007,52
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7062007,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,2007,70
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,6232008,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008,62
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,7212008,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008,72
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,7302008,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008,73
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,7032008,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2008,70
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,2.0,12092008,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2008,12
PL0184933,LA,70584,SAINT LANDRY,S,9143,OXYCODONE,4.0,10272009,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,2009,10
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,11122009,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,2009,11
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,12092009,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2009,12
PL0184933,LA,70584,SAINT LANDRY,S,9193,HYDROCODONE,1.0,1192010,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,2010,11
